m524  +++$+++  [0.49259999999999998, 0.92330000000000001, 0.91359999999999997, 0.85234999999999994, 0.83729999999999993, 0.71330000000000005, 0.68145, -0.054099999999999981, -0.95809999999999995, 0.030349999999999988]
m573  +++$+++  [0.49859999999999999, 0.99619999999999997, 0.99590000000000001, 0.99530000000000007, 0.76615, 0.76129999999999998, 0.9819, 0.98740000000000006, 0.97465000000000002, 0.97554999999999992]
m548  +++$+++  [0.4501, 0.94884999999999997, 0.87495000000000001, 0.72204999999999997, 0.84430000000000005, 0.997, 0.997, 0.86949999999999994, -0.10880000000000001, 0.016799999999999982]
m530  +++$+++  [0.49080000000000001, 0.93154999999999999, 0.93984999999999996, 0.99764999999999993, 0.99619999999999997, 0.99540000000000006, 0.041700000000000015, -0.91220000000000001, -0.95114999999999994, -0.0035999999999999921]
m222  +++$+++  [-0.49430000000000002, -0.12210000000000004, -0.070950000000000013, -0.87244999999999995, -0.89200000000000002, -0.92320000000000002, -0.95440000000000003, -0.98380000000000001, -0.073450000000000015, 0.76069999999999993]
m150  +++$+++  [-0.49985000000000002, -0.99734999999999996, -0.98924999999999996, -0.94330000000000003, -0.95040000000000002, -0.99340000000000006, -0.99399999999999999, -0.99875000000000003, -0.99829999999999997, -0.98059999999999992]
m283  +++$+++  [0.49285000000000001, 0.99085000000000001, 0.99029999999999996, 0.15915000000000001, 0.1648, 0.98304999999999998, 0.97964999999999991, 0.0037499999999999756, 0.0016999999999999793, 0.23909999999999998]
m176  +++$+++  [0.39255000000000001, 0.86175000000000002, 0.094750000000000001, -0.68795000000000006, 0.12809999999999999, 0.88769999999999993, 0.94209999999999994, 0.98934999999999995, 0.04225000000000001, 0.045899999999999996]
m378  +++$+++  [0.49185000000000001, 0.97340000000000004, -0.0015499999999999958, -0.018249999999999988, 0.95289999999999997, 0.022749999999999992, -0.9546, -0.96500000000000008, -0.11354999999999998, -0.10079999999999995]
m178  +++$+++  [0.49909999999999999, 0.99859999999999993, 0.99919999999999998, 0.99849999999999994, 0.99819999999999998, 0.99890000000000001, 0.997, 0.99619999999999997, 0.98075000000000001, -0.0095999999999999974]
m586  +++$+++  [-0.49969999999999998, -0.0033499999999999641, 0.94020000000000004, 0.94169999999999998, 0.99590000000000001, -0.00085000000000001741, -0.013149999999999995, 0.97619999999999996, 0.93445, 0.0010000000000000009]
m509  +++$+++  [-0.41165000000000002, 0.018349999999999977, 0.85685, 0.91959999999999997, 0.9607, 0.9343999999999999, 0.011149999999999993, -0.87634999999999996, -0.80945, -0.13635000000000003]
m130  +++$+++  [0.4965, 0.98409999999999997, 0.92730000000000001, 0.9093, -0.010500000000000009, 0.010199999999999987, 0.98524999999999996, 0.98459999999999992, 0.98814999999999997, 0.99564999999999992]
m588  +++$+++  [-0.46905000000000002, 0.029999999999999971, 9.9999999999988987e-05, -0.98999999999999999, 0.0078000000000000291, 0.11380000000000001, -0.88454999999999995, -0.99819999999999998, -0.013749999999999984, -0.014800000000000035]
m143  +++$+++  [0.47860000000000003, 0.9698, 0.052000000000000046, 0.025050000000000017, 0.02250000000000002, -0.0061499999999999888, 0.92304999999999993, 0.92910000000000004, 0.0014000000000000123, 0.012500000000000011]
m298  +++$+++  [0.49309999999999998, 0.99219999999999997, 0.98185, 0.76715, 0.78129999999999999, 0.04275000000000001, 0.041800000000000004, 0.98865000000000003, 0.99110000000000009, 0.93730000000000002]
m161  +++$+++  [0.49930000000000002, 0.99895, 0.99885000000000002, 0.99675000000000002, 0.99675000000000002, 0.99895, 0.99860000000000004, 0.99485000000000001, 0.99480000000000002, 0.99755000000000005]
m592  +++$+++  [-0.49719999999999998, -0.011399999999999966, 0.67690000000000006, 0.64419999999999999, -0.04604999999999998, -0.024449999999999972, 0.025900000000000034, -0.94429999999999992, -0.99259999999999993, -0.99595]
m202  +++$+++  [-0.43285000000000001, 0.066049999999999998, 0.99490000000000001, 0.99340000000000006, 0.068950000000000011, -0.81745000000000001, 0.10704999999999998, 0.012699999999999989, 0.016249999999999987, 0.99529999999999996]
m212  +++$+++  [-0.37580000000000002, 0.12004999999999999, 0.98855000000000004, 0.96504999999999996, 0.95205000000000006, -0.012000000000000011, -0.14190000000000003, 0.72475000000000001, 0.77065000000000006, 0.80509999999999993]
m316  +++$+++  [0.49645, 0.99080000000000001, 0.95760000000000001, 0.96035000000000004, 0.99024999999999996, 0.072249999999999981, -0.88474999999999993, 0.017350000000000032, 0.087300000000000044, 0.06365000000000004]
m217  +++$+++  [0.49164999999999998, 0.98629999999999995, 0.045049999999999979, 0.049099999999999977, 0.99760000000000004, 0.011800000000000033, -0.014299999999999979, 0.95290000000000008, 0.96799999999999997, 0.14645000000000002]
m558  +++$+++  [0.48899999999999999, 0.98719999999999997, 0.99704999999999999, 0.0070500000000000007, -0.91284999999999994, 0.062350000000000017, 0.73404999999999998, 0.74890000000000001, 0.97894999999999999, 0.97460000000000002]
m455  +++$+++  [-0.32240000000000002, -0.73544999999999994, 0.052500000000000047, 0.8982, 0.92479999999999996, 0.98980000000000001, 0.98570000000000002, 0.93964999999999999, 0.76400000000000001, 0.80774999999999997]
m48  +++$+++  [0.4859, 0.97970000000000002, 0.30864999999999998, 0.24639999999999998, 0.91179999999999994, 0.9768, 0.98534999999999995, 0.98045000000000004, 0.98524999999999996, 0.18989999999999996]
m73  +++$+++  [0.49195, 0.96524999999999994, 0.95395000000000008, -0.011499999999999955, 0.0069000000000000172, 0.0050499999999999989, -0.98065000000000002, -0.042400000000000049, 0.71150000000000002, 0.75929999999999997]
