m156  +++$+++  [-0.17006000000000018, -0.16839000000000015, -0.16672000000000003, 0.20631999999999995, -0.13727999999999996, 0.21999999999999997, 0.12291999999999992, 0.13688, 0.13729999999999998, 0.35049999999999992, 0.33011999999999991, 0.047339999999999938, 0.36799999999999988, -0.0072200000000000597, 0.11977999999999994, -0.1431, -0.15425999999999995, -0.4966799999999999, -0.5083399999999999, -0.86005999999999982, -0.57399999999999984, -0.19727999999999998, -0.19069999999999998, 0.13087999999999994, 0.11145999999999998, -0.01253999999999994, -0.37973999999999991, -0.38139999999999985, -0.69425000000000014, -1.0071000000000003]
m505  +++$+++  [-0.047560000000000081, -0.34468000000000015, -0.64179999999999993, -0.58699999999999986, -0.34483999999999992, -0.20685999999999993, -0.20011999999999999, -0.21637999999999996, -0.57803999999999989, -0.75987999999999989, -0.52647999999999984, -0.15471999999999997, -0.15327999999999992, 0.19646, 0.52905999999999975, 0.49359999999999987, 0.13573999999999997, 0.13855999999999996, 0.059779999999999923, -0.28695999999999999, -0.30307999999999996, -0.32361999999999991, -0.32357999999999998, -0.5932599999999999, -0.25549999999999995, -0.57069999999999987, -0.5077799999999999, -0.50231999999999988, -0.66082000000000019, -0.81932000000000016]
m181  +++$+++  [-0.54083999999999999, -0.24562999999999985, 0.049579999999999957, 0.42041999999999985, 0.46629999999999988, 0.8545999999999998, 0.85099999999999976, 0.95817999999999981, 0.95283999999999991, 0.94153999999999982, 0.63815999999999984, 0.62915999999999983, 0.62103999999999981, 0.63451999999999986, 0.58689999999999998, 0.89253999999999989, 0.90007999999999977, 0.91023999999999983, 0.89117999999999986, 0.95547999999999988, 0.95603999999999989, 0.95589999999999975, 0.95395999999999981, 0.90547999999999984, 0.90811999999999982, 0.51541999999999988, 0.52073999999999998, 0.51027999999999984, 0.56397999999999993, 0.6176799999999999]
m103  +++$+++  [-0.06397999999999987, 0.22864000000000023, 0.52125999999999995, 0.89489999999999981, 0.88571999999999984, 0.87783999999999995, 0.88219999999999987, 0.96565999999999985, 0.97055999999999987, 0.97621999999999987, 0.91249999999999987, 0.9098799999999998, 0.91001999999999983, 0.9026599999999998, 0.9000999999999999, 0.5892799999999998, 0.50763999999999987, 0.50469999999999993, 0.48425999999999986, 0.48993999999999993, 0.86569999999999969, 0.9495199999999997, 0.95211999999999986, 0.97941999999999985, 0.62261999999999984, 0.62959999999999994, 0.63151999999999975, 0.63007999999999986, 0.80800000000000005, 0.98591999999999991]
m86  +++$+++  [-0.94720000000000004, -0.7561199999999999, -0.56503999999999988, -0.57365999999999984, -0.20563999999999999, -0.17495999999999992, 0.08838000000000007, -0.15294000000000002, -0.23191999999999993, -0.54303999999999986, -0.44631999999999999, -0.69661999999999991, -0.39817999999999987, -0.10845999999999999, 0.087320000000000009, 0.035740000000000022, 0.035920000000000021, 0.073259999999999964, 0.15637999999999996, -0.040219999999999916, 0.24457999999999999, 0.30255999999999988, 0.31445999999999991, 0.02961999999999998, 0.029740000000000016, 0.040219999999999964, 0.23171999999999987, -0.10081999999999997, -0.033069999999999822, 0.034680000000000211]
m125  +++$+++  [-0.90044000000000024, -0.60741000000000001, -0.31437999999999999, -0.34727999999999998, -0.10350000000000001, 0.11615999999999999, 0.45032, 0.32725999999999988, 0.60267999999999988, 0.66185999999999989, 0.76699999999999979, 0.39044000000000001, 0.51813999999999993, 0.20617999999999997, -0.090239999999999987, -0.44989999999999986, -0.13772000000000001, -0.46723999999999988, -0.40593999999999986, -0.42001999999999989, -0.13117999999999994, -0.10323999999999997, 0.21777999999999997, 0.16739999999999997, 0.39733999999999997, 0.4479999999999999, 0.11128, 0.096720000000000042, 0.29915000000000014, 0.50158000000000025]
m55  +++$+++  [0.84904000000000024, 0.87595000000000023, 0.90285999999999977, 0.92271999999999987, 0.92937999999999987, 0.96387999999999974, 0.96661999999999981, 0.96203999999999978, 0.62695999999999985, 0.59739999999999982, 0.2022799999999999, 0.20731999999999995, 0.21361999999999989, 0.5552999999999999, 0.27855999999999992, 0.66363999999999979, 0.66623999999999983, 0.66681999999999997, 0.27147999999999994, 0.58585999999999994, 0.59641999999999995, 0.59555999999999998, 0.59397999999999995, 0.98475999999999986, 0.98577999999999977, 0.98731999999999975, 0.98415999999999981, 0.91791999999999985, 0.85270999999999963, 0.78749999999999942]
m350  +++$+++  [-0.20770000000000002, -0.11411999999999997, -0.020540000000000037, -0.051559999999999981, 0.25215999999999994, 0.51475999999999988, 0.24681999999999998, 0.092420000000000002, 0.15261999999999998, -0.15677999999999997, -0.43847999999999987, -0.48391999999999991, -0.53013999999999994, -0.78183999999999987, -0.6860799999999998, -0.53723999999999983, -0.41309999999999991, -0.19429999999999994, -0.21279999999999993, -0.19635999999999998, -0.23511999999999997, -0.0012000000000000066, 0.056419999999999998, 0.32069999999999993, 0.21955999999999998, 0.15209999999999999, -0.096159999999999968, -0.37649999999999995, -0.6152000000000003, -0.85390000000000033]
m194  +++$+++  [1.2493399999999995, 0.91641999999999935, 0.58349999999999991, 0.25285999999999997, -0.13610000000000003, -0.13780000000000003, -0.16796, 0.18739999999999996, 0.55053999999999992, 0.6765199999999999, 0.64903999999999984, 0.34865999999999997, 0.35437999999999992, 0.057319999999999982, -0.037739999999999968, -0.010800000000000018, 0.31341999999999992, 0.30897999999999992, 0.59079999999999988, 0.94437999999999978, 0.63841999999999999, 0.64019999999999988, 0.62359999999999993, 0.61117999999999995, 0.61337999999999981, 0.91543999999999981, 0.5718399999999999, 0.59283999999999981, 0.44317999999999969, 0.29351999999999956]
m530  +++$+++  [0.85477999999999998, 0.63806999999999992, 0.42135999999999996, 0.51551999999999998, 0.55371999999999988, 0.57201999999999986, 0.56279999999999997, 0.54423999999999984, 0.58257999999999988, 0.57769999999999988, 0.57469999999999988, 0.50225999999999993, 0.87345999999999979, 0.86847999999999981, 0.86875999999999987, 0.57059999999999989, 0.65359999999999985, 0.28567999999999993, 0.015280000000000071, -0.072059999999999971, -0.15647999999999995, -0.16421999999999992, -0.17393999999999998, -0.27795999999999998, -0.57379999999999987, -0.22953999999999999, -0.22325999999999996, 0.10135999999999999, 0.60590000000000044, 1.1104400000000005]
