m524  +++$+++  [0.49595, 0.98209999999999997, 0.9346000000000001, 0.0092000000000000415, 0.049700000000000022, 0.20140000000000002, 0.18205000000000005, 0.96700000000000008]
m573  +++$+++  [0.4985, 0.99795, 0.99324999999999997, 0.95025000000000004, 0.95320000000000005, 0.98809999999999998, 0.98580000000000001, 0.99314999999999998]
m548  +++$+++  [0.49575000000000002, 0.99175000000000002, 0.77679999999999993, 0.78005000000000002, 0.99839999999999995, 0.99740000000000006, 0.035900000000000043, 0.036250000000000004]
m530  +++$+++  [0.49695, 0.99609999999999999, 0.95825000000000005, 0.95724999999999993, 0.99619999999999997, 0.023100000000000009, -0.97225000000000006, -0.0028500000000000192]
m222  +++$+++  [-0.33750000000000002, -0.75429999999999997, -0.91515000000000002, -0.97360000000000002, -0.95320000000000005, -0.97284999999999999, -0.97849999999999993, -0.02294999999999997]
m150  +++$+++  [-0.49990000000000001, -0.99855000000000005, -0.00050000000000000044, -0.00045000000000000595, -0.99609999999999999, -0.99604999999999999, -0.99835000000000007, -0.99385000000000001]
m283  +++$+++  [0.49725000000000003, 0.99629999999999996, 0.0026999999999999802, 0.0026999999999999802, 0.0079000000000000181, 0.0078500000000000236, 0.055149999999999977, -0.92379999999999995]
m176  +++$+++  [0.17749999999999999, 0.65375000000000005, 0.027700000000000002, 0.009199999999999986, 0.95374999999999999, 0.99344999999999994, 0.87765000000000004, 0.87684999999999991]
m378  +++$+++  [0.49345, 0.12364999999999998, -0.1431, 0.72165000000000001, 0.03284999999999999, -0.95789999999999997, -0.07240000000000002, -0.024349999999999983]
m178  +++$+++  [0.49969999999999998, 0.99879999999999991, 0.99890000000000001, 0.99940000000000007, 0.99929999999999997, 0.99885000000000002, 0.995, 0.0040999999999999925]
m586  +++$+++  [-0.49945000000000001, -0.013100000000000001, 0.98599999999999999, 0.99924999999999997, 0.0015999999999999903, 0.00035000000000001696, 0.0015000000000000013, -0.81584999999999996]
m509  +++$+++  [-0.35560000000000003, 0.009049999999999947, 0.85129999999999995, 0.97145000000000004, 0.9244, 0.92559999999999998, 0.028600000000000014, -0.20534999999999998]
m130  +++$+++  [0.49509999999999998, 0.99404999999999999, 0.0076499999999999901, -0.96784999999999999, 0.01425000000000004, 0.98070000000000002, 0.98859999999999992, 0.99655000000000005]
m588  +++$+++  [0.48799999999999999, 0.97324999999999995, -0.010849999999999971, -0.99404999999999999, -0.98750000000000004, -0.98880000000000001, -0.99324999999999997, -0.99380000000000002]
m143  +++$+++  [0.42580000000000001, 0.76730000000000009, 0.82315000000000005, -0.013399999999999967, -0.97189999999999999, -0.0032499999999999751, 0.00065000000000003944, 0.0073500000000000232]
m298  +++$+++  [0.49309999999999998, 0.99134999999999995, 0.9971000000000001, 0.99825000000000008, 0.96970000000000001, 0.96694999999999998, 0.99590000000000001, 0.9971000000000001]
m161  +++$+++  [0.49954999999999999, 0.99869999999999992, 0.99839999999999995, 0.99819999999999998, 0.99880000000000002, 0.99865000000000004, 0.99835000000000007, 0.998]
m592  +++$+++  [-0.49740000000000001, -0.056800000000000017, 0.92769999999999997, -0.012450000000000017, -0.054049999999999987, -0.051900000000000002, -0.98975000000000002, -0.99140000000000006]
